AL172-01	2	0	袖口撞色条纹	撞色面料德盛针织-9311# 26支棉单面食毛色号-N0.65 棕色撞色条纹宽3cm，本布宽2.5cm 参考样图	1540657
AL172-01	2	0	主唛	车码唛即可	1540658
AL172-01	2	0	洗水唛	无定制洗水唛	1540659
AL172-01	2	0	吊牌	无	1540660
AL172-01	2	0	洗水	普洗 需要记录缩水率防止面料缩水 面料洗软	1540661
AL172-01	2	0	　	　	1540662
AL172-01	3	1			1540663
AL172-01	3	0	包装袋	普通塑料袋包装	1540664
AL172-01	4	1			1540665
AL180	1	1			1537065
AL180	1	0	前幅Logo烫画	Logo尺寸：宽2.5cm高随比例调节  Logo定位：底部上7cm测开3cm	1537066
AL180	1	0	领口烫唛	Logo尺寸：宽5cm 高随比调节	1537067
AL180	1	0	版型修改	做收腰版型 	1537068
AL180	2	1			1537069
AL180	2	0	面料	主布面料-新9024# 仿棉拉架 95%涤纶5%氨纶 色号-4# 黑色	1537070
AL180	2	0	洗水	需要酶洗，预缩水处理 使面料柔软	1537071
AL180	2	0	吸汗防皱工艺	需要吸湿排汗工艺处理	1537072
AL180	2	0	领口罗纹	配色针织圆领罗纹	1537073
AL180	2	0	车缝	双层缉缝下摆、平缝工艺	1537074
AL180	2	0	主唛	无	1537075
AL180	2	0	洗水唛	无	1537076
AL180	2	0	吊牌	无	1537077
AL180	2	0	　	　	1537078
AL180	2	0	　	　	1537079
AL180	3	1			1537080
AL180	3	0	包装袋	无	1537081
AL180	4	1			1537082
AL181	1	1			1537150
AL181	1	0	前幅烫画Logo	Logo尺寸：宽1英寸高随比例调节  Logo定位：底部上1.3英寸 侧开1英寸	1537151
AL181	1	0	后幅烫画Logo	Logo尺寸：宽1英寸高随比例调节 Logo定位：居中领下4英寸（在v形状下0.75英寸以育克相对位置为准）	1537152
AL181	1	0	领口烫唛	Logo尺寸：2英寸宽高随比例调节	1537153
AL181	1	0	育克车缝线参考	冷灰色 参考潘通色号 Cool Gray 9C 	1537154
AL181	2	1			1537155
AL181	2	0	面料	德胜针织-新9020# 32支极品CvC拉架 65%棉30%涤纶5%氨纶 色号 No.6 黑色	1537156
AL181	2	0	洗水	需要酶洗，预缩水处理 使面料柔软	1537157
AL181	2	0	吸汗防皱工艺	需要吸湿排汗工艺处理	1537158
AL181	2	0	领口罗纹	配色针织圆领罗纹	1537159
AL181	2	0	前片假育克设计	前片微弧形（1.25英寸下凹） 采用 “假育克” 结构（无额外面料拼接），通过双针缉缝（间距 1/8 英寸）勾勒育克线条，减少面料浪费与工时 15-18%，同时保持舒适度与弹力	1537160
AL181	2	0	后片假育克设计	后片西部风格 “V” 形（1 英寸下凹） 采用 “假育克” 结构（无额外面料拼接），通过双针缉缝（间距 1/8 英寸）勾勒育克线条，减少面料浪费与工时 15-18%，同时保持舒适度与弹力	1537161
AL181	2	0	主唛	无	1537162
AL181	2	0	洗水唛	无	1537163
AL181	2	0	吊牌	无	1537164
AL181	2	0	　	　	1537165
AL181	3	1			1537166
AL181	3	0	包装袋	无	1537167
AL181	4	1			1537168
AL182	1	1			1537012
AL182	1	0	前幅烫画印花	Logo尺寸： 2.5cm宽 高随比例调节 Logo位置：右下侧开3cm底部上7cm	1537013
AL182	1	0	领口烫唛	Logo尺寸：5cm宽高随比例调节	1537014
AL182	1	0	版型	Compa Cut 做宽松版型 同AL180 收身版型区分开	1537015
AL182	2	1			1537016
AL182	2	0	面料	德胜针织-新9020# 32支极品CvC拉架 65%棉30%涤纶5%氨纶 色号 No.6 黑色	1537017
AL182	2	0	洗水	需要酶洗，预缩水处理 使面料柔软	1537018
AL182	2	0	吸汗防皱工艺	需要吸湿排汗工艺处理	1537019
AL182	2	0	领口罗纹	配色针织圆领罗纹	1537020
AL182	2	0	车缝裁剪	衣身宽松剪裁（肩部与袖窿版型同 Fierro 款）、衣长略长提升舒适度、平缝工艺增强耐用性、领口微弹力设计	1537021
AL182	2	0	主唛	无	1537022
AL182	2	0	洗水唛	无	1537023
AL182	2	0	吊牌	无	1537024
AL182	2	0	　	　	1537025
AL182	3	1			1537026
AL182	3	0	包装袋	无	1537027
AL182	4	1			1537028
AL195	1	1			1522273
AL195	1	0	参考版型	AL164	1522274
AL195	2	1			1522275
AL195	2	0	主布面料	主布面料-韩亿纺 Y1213-D# 75涤20人棉5氨纶 No.58 棕色	1522276
AL195	2	0	内衬面料	里布-森和纺织 A2879# 97%涤纶 3%氨纶 色号No.31 棕色	1522277
AL195	2	0	辅料-扣子	主布包边扣子 参考样式图 前后幅都需要包边扣	1522278
AL195	2	0	前幅省	前幅需要做两条省	1522279
AL195	2	0	领口贴边	领口周围需要做贴边设计	1522280
AL195	2	0	背部公主线	背部车缝完成：公主线	1522281
AL195	2	0	主唛	有定制主唛，车领口	1522282
AL195	2	0	洗水唛	有定制洗水唛，标准车位	1522283
AL195	2	0	吊牌	有定制吊牌，标准车位	1522284
AL195	2	0	　	　	1522285
AL195	3	1			1522286
AL195	3	0	包装袋	有定制包装袋 35*45	1522287
AL195	3	0	　	　	1522288
AL195	4	1			1522289
AL196	1	1			1554100
AL196	1	0	前幅烫画	Logo尺寸：宽4.1cm高3.5cm  Logo定位：肩高点下12cm侧开10cm	1554101
AL196	1	0	后幅烫画	Logo尺寸：宽20.9cm 高20.7cm Logo定位：领下居中15cm	1554102
AL196	2	1			1554103
AL196	2	0	面料	巨丰-B1758 纯棉 350Gsm 色号 No.23 活性黑	1554104
AL196	2	0	罗纹	配色罗纹 2*2	1554105
AL196	2	0	定制拉链	需要定制拉链头  单头拉链	1554106
AL196	2	0	定制吊绳	需要定制金属吊绳头 新月形	1554107
AL196	2	0	主唛	有定制主唛  5*4.3cm	1554108
AL196	2	0	洗水唛	无	1554109
AL196	2	0	吊牌	无	1554110
AL196	2	0	　	　	1554111
AL196	3	1			1554112
AL196	3	0	包装袋	无	1554113
AL196	4	1			1554114
AL197	1	1			1559055
AL197	1	0	前幅绣花	绣花定位：侧开14.5cm 底部上41.2cm 绣花尺寸：0.8cm高 宽5.6cm  绣花颜色白色	1559056
AL197	1	0	后幅绣花（大字母）	绣花定位：底部上居中28.1cm 绣花尺寸：13.1cm高 宽42cm  绣花颜色白色  	1559057
AL197	1	0	后幅硅胶印花（灰色印花）	印花定位：黑色与白色绣花间隔差2cm，灰色印花同上白色字母间隔0.6cm 印花尺寸：最宽开始算31cm高随比例调节 潘通色号:黑色6C	1559058
AL197	1	0	后幅硅胶印花（白色印花）	印花定位：同黑色印花间隔0.6cm， 印花尺寸：最宽开始算13cm高1.4cm Logo颜色 标准白	1559059
AL197	2	1			1559060
AL197	2	0	面料	巨丰 A1729 80棉20涤纶 色号015 活性黑	1559061
AL197	2	0	领口罗纹	需要配2.7cm高	1559062
AL197	2	0	主唛	有定制主唛，车领口	1559063
AL197	2	0	洗水唛	无	1559064
AL197	2	0	吊牌	无	1559065
AL197	2	0	　	　	1559066
AL197	3	1			1559067
AL197	3	0	包装袋	无	1559068
AL197	4	1			1559069
AL198	1	1			1559681
AL198	1	0	前幅烫画Logo	Logo尺寸：宽1英寸高随比例调节  Logo定位：底部上1.3英寸 侧开1英寸	1559682
AL198	1	0	后幅烫画Logo	Logo尺寸：宽1英寸高随比例调节 Logo定位：居中领下4英寸（在v形状下0.75英寸以育克相对位置为准）	1559683
AL198	1	0	领口烫唛	Logo尺寸：2英寸宽高随比例调节	1559684
AL198	1	0	育克车缝线参考	冷灰色 参考潘通色号 Cool Gray 9C 	1559685
AL198	2	1			1559686
AL198	2	0	面料	色卡盈晟针织 -A1094# 秘鲁棉 230Gsm 色号-No.90 象牙白 色号-No.59 活性黑 色号-No.76 纯黑	1559687
AL198	2	0	洗水	需要酶洗，预缩水处理 使面料柔软	1559688
AL198	2	0	吸汗防皱工艺	需要吸湿排汗工艺处理	1559689
AL198	2	0	领口罗纹	配色针织圆领罗纹	1559690
AL198	2	0	前片假育克设计	前片微弧形（1.25英寸下凹） 采用 “假育克” 结构（无额外面料拼接），通过双针缉缝（间距 1/8 英寸）勾勒育克线条，减少面料浪费与工时 15-18%，同时保持舒适度与弹力	1559691
AL198	2	0	后片假育克设计	后片西部风格 “V” 形（1 英寸下凹） 采用 “假育克” 结构（无额外面料拼接），通过双针缉缝（间距 1/8 英寸）勾勒育克线条，减少面料浪费与工时 15-18%，同时保持舒适度与弹力	1559692
AL198	2	0	主唛	无	1559693
AL198	2	0	洗水唛	无	1559694
AL198	2	0	吊牌	无	1559695
AL198	3	1			1559696
AL198	4	1			1559697
AL199	1	1			1554854
AL199	1	0	前幅烫画Logo	Logo尺寸：宽1英寸高随比例调节  Logo定位：底部上1.3英寸 侧开1英寸	1554855
AL199	1	0	领口烫唛	Logo尺寸：2英寸高随比例调节	1554856
AL199	1	0	育克车缝线颜色	冷灰色 参考潘通色号 Cool Gray 9C 	1554857
AL199	2	1			1554858
AL199	2	0	面料	色卡-新鹏宇针织 180Gsm 95%竹纤维5%氨纶 4155#编号 色号-No.3 活性黑	1554859
AL199	2	0	洗水	需要酶洗，预缩水处理 使面料柔软	1554860
AL199	2	0	吸汗防皱工艺	需要吸湿排汗工艺处理	1554861
AL199	2	0	领口罗纹	配色针织圆领罗纹	1554862
AL199	2	0	前片假育克设计	前片微弧形  采用 “假育克” 结构（无额外面料拼接），通过双针缉缝（间距 1/8 英寸）勾勒育克线条，减少面料浪费与工时 15-18%，同时保持舒适度与弹力	1554863
AL199	2	0	后片假育克设计	做平育克微弧形下凹	1554864
AL199	2	0	主唛	无	1554865
AL199	2	0	洗水唛	无	1554866
AL199	2	0	吊牌	无	1554867
AL199	2	0	　	　	1554868
AL199	3	1			1554869
AL199	3	0	包装袋	无	1554870
AL199	4	1			1554871
AL200	1	1			1558519
AL200	1	0	印花-烫画印花	Logo尺寸：高2英寸 宽3英寸 Logo定位：前幅右侧含腰腰下6英寸 侧开2英寸	1558520
AL200	1	0	纸样-锤耳仔	位置：裤身双侧，腰头下方6.5英寸 平铺尺寸：长3.5英寸，宽1英寸 功能要求：作水平腰带环使用，全缝合固定	1558521
AL200	1	0	纸样-腰部耳仔	侧位做修改后尺寸大小，后腰中部需要加一个大耳仔	1558522
AL200	1	0	口袋	1.前袋：开口修改为更深的 U 型弧度，弧度过渡顺滑（匹配示例图） 2.侧袋：减少臃肿感（版型优化，非尺寸裁切），袋盖内侧加隐藏式纽扣（纽扣不外露） 3.后袋：移除袋盖，双后袋位置、尺寸与原原型完全一致	1558523
AL200	1	0	撞布设计	AL200撞布设计全部取消 改为膝盖部分本布做双层，脚踝部分撞布取消	1558524
AL200	1	0	　	　	1558525
AL200	1	0	　	　	1558526
AL200	2	1			1558527
AL200	2	0	主布面料	主布面料-雅丽纺织  1004 90%尼龙 10%氨纶 240Gsm 主布色号-No.51 黑色	1558528
AL200	2	0	里衬裆部面料	内档里衬面料-雅丽纺织 3117 77%尼龙 23%氨纶 90Gsm 内档里衬面料色号-蓝光活性黑	1558529
AL200	2	0	贴袋设计	前幅需要贴袋设计 	1558530
AL200	2	0	主唛	无	1558531
AL200	2	0	洗水唛	无 	1558532
AL200	2	0	吊牌	无	1558533
AL200	2	0	辅料-黑色样式纽扣	参考附图 需要黑色样式字母金属纽扣	1558534
AL200	3	1			1558535
AL200	3	0	包装袋	无	1558536
AL200	4	1			1558537
AL201	1	1			1541626
AL201	1	0	缝线	沿裤袋曲线采用平锁线迹，既保证结构感，又避免臃肿或摩擦。	1541627
AL201	1	0	门襟	封闭式裤袋设计（无功能性开口）。	1541628
AL201	1	0	内里处理	柔软刷毛内里，防止擦伤或皮肤刺激。	1541629
AL201	1	0	裆部衬垫	裆部一体式衬片，保障活动自由度，防止 “上窜”。	1541630
AL201	1	0	裤脚包边	裤脚开口处采用 2.5 厘米平锁明线缝边。	1541631
AL201	2	1			1541632
AL201	2	0	主布面料	主布面料-德盛针织 新9016# 40s超柔奥代尔食毛 95%棉5%氨纶 180Gsm 色号 No.5 象牙白	1541633
AL201	2	0	提花橡筋	定制短裤提花橡筋 正面中央采用提花针织工艺呈现 “∂NOKYC.CO” 标志。 弹性腰头	1541634
AL201	2	0	主唛	有定制主唛	1541635
AL201	2	0	洗水唛	有定制洗水唛	1541636
AL201	2	0	吊牌	无	1541637
AL201	2	0	　	　	1541638
AL201	3	1			1541639
AL201	3	0	包装袋	无	1541640
AL201	4	1			1541641
AL202	1	1			1541655
AL202	1	0	袖口丝网印	Logo尺寸：单个logo宽8cm高1cm Logo定位：两个logo间距1.15cm 做前后丝网印 	1541656
AL202	2	1			1541657
AL202	2	0	面料	主布面料-巨丰 B1969 100%棉 200Gsm 色号-No.002 牙白	1541658
AL202	2	0	定制提花罗纹	罗纹高2.5cm Logo高1cm 单个logo宽8cm 间距1.15cm 做满logo 数量随罗纹宽配	1541659
AL202	2	0	下摆车缝	双缝线	1541660
AL202	2	0	主唛	无	1541661
AL202	2	0	洗水唛	无	1541662
AL202	2	0	吊牌	无	1541663
AL202	3	1			1541664
AL202	3	0	包装袋	无	1541665
AL202	3	0	　	　	1541666
AL202	4	1			1541667
AL203	1	1			1550644
AL203	1	0	前幅烫画	Logo尺寸：高8cm宽随比例调节  Logo定位：领下居中10cm 做镂空 logo用最新文件 白色logo	1550645
AL203	1	0	后幅烫画	Logo尺寸：宽24cm高随比例调节  Logo定位：领下居中4cm 做镂空	1550646
AL203	1	0	袖口烫画	Logo尺寸：高0.7cm宽7cm  Logo定位：内侧袖口边缘车缝线下0.7mm 见参考图 LOGO 做白色 两个袖口都要做	1550647
AL203	2	1			1550648
AL203	2	0	成衣	1012T  25元	1550649
AL203	2	0	主唛	无	1550650
AL203	2	0	洗水唛	无	1550651
AL203	2	0	吊牌	无	1550652
AL203	3	1			1550653
AL203	3	0	包装袋	无	1550654
AL203	4	1			1550655
AL204	1	1			1555201
AL204	1	0	前幅直喷	Logo尺寸：宽13cm高随比例调节  Logo定位：侧开3cm肩高点下14cm	1555202
AL204	1	0	后幅直喷大logo	Logo尺寸：宽37cm高随比例调节  Logo定位：领下居中4cm	1555203
AL204	1	0	后幅直喷小logo	Logo尺寸：logo宽4cm高随比例调节  Logo定位：口袋居中下5cm	1555204
