24125	PDDA226-1	3	0	吊牌	无	3139
24125	PDDA226-1	3	0	包装贴纸	有指定贴纸	3140
24125	PDDA226-1	3	0	包装方式	大货只需要有洗标就可以了，洗标，打上码数，不用另外的码标\n洗标内容：码数，成分，洗涤方式，中国制造\n 普通拉链胶袋\n　	3141
24258	JQ1531-5	3	0	包装方式	主唛+定制的配套颜色白底码标+洗水唛+吊牌（ 主唛车两边的止口位置）\n包装袋上贴码标，无其他贴纸，独立包装\n洗水唛在等客户确认，尽快更新\n　	1503
24260	HY229	3	0	包装袋	空白包装袋	4838
24267	PDDA227-1	3	0	吊牌	无	3077
24267	PDDA227-1	3	0	包装贴纸	有指定贴纸	3078
24267	PDDA227-1	3	0	包装方式	大货只需要有洗标就可以了，洗标，打上码数，不用另外的码标\n洗标内容：码数，成分，洗涤方式，中国制造\n 普通拉链胶袋\n　	3079
24373	PDDW250-1	3	0	吊牌	无	4361
24373	PDDW250-1	3	0	包装贴纸	有指定贴纸	4362
24373	PDDW250-1	3	0	包装方式	大货只需要有洗标就可以了，洗标，打上码数，不用另外的码标\n洗标内容：码数，成分，洗涤方式，中国制造\n 普通拉链胶袋\n　	4363
24406	JQ1514-6	3	0	包装方式	The Chain主唛+定制的数字棉织码标+The Chain正方形吊牌+米色挂绳+定制的棉100%COTTON洗水唛\n客户定制的白色The Chain包装袋，独立包装，包装袋上贴码标\n挂式脾扣子1颗	3752
24418	TA160-2	3	0	主唛	客户定制主唛，车法见公盘	1475
24418	TA160-2	3	0	洗水唛	客户定制洗水唛，缝制左侧，具体位置根据衣服调整	1476
24418	TA160-2	3	0	吊牌	统一挂到侧标上面，并且要贴SKU，包装时sku贴纸朝上	1477
24418	TA160-2	3	0	包装袋	普通透明包装袋	1478
24418	TA160-2	3	0	包装方式	位置：穿起计右侧，缝制腰线下方4cm处，客户定制，“PL”为正面，系绳时仍然可看见	1479
24427	JQ1534S-3	3	0	包装方式	The Chain主唛+定制的数字棉织码标+The Chain正方形吊牌+米色挂绳+定制的棉100%COTTON洗水唛\n客户定制的白色The Chain包装袋，独立包装，包装袋上贴码标\n　\n　	5512
24428	JQ1526-3	3	0	包装方式	The Chain主唛+定制的数字棉织码标+The Chain正方形吊牌+米色挂绳+定制的棉97.5%COTTON+2.5%SPANDEX洗水唛\n客户定制的白色The Chain包装袋，独立包装，包装袋上贴码标\n　\n　	4378
24456	AL206	3	0	包装袋	无	5794
24486	JQ296-44	3	0	包装方式	里外线头清剪干净，以双指甲不可以夹起为标准\n　	1472
24497	JQ1628-2	3	0	包装方式	主唛ixiz+码标（横向车）+定制洗水唛+吊牌，无贴纸，用库存的拉链袋子（尺寸是33x35cm），独立包装	2206
24512	PDDW252-1	3	0	主唛	无	1292
24512	PDDW252-1	3	0	洗水唛	<img src="/Public/images/thumb/2026-02-27/small_69a15203a8ce1.png" alt="">\n100%涤纶	1293
24512	PDDW252-1	3	0	吊牌	无	1294
24512	PDDW252-1	3	0	包装袋	普通透明拉链袋	1295
24512	PDDW252-1	3	0	包装贴纸	<img src="/Public/images/thumb/2026-02-27/small_69a1521ba6edf.png" alt="">\n有指定贴纸，大的通用，小的分款	1296
24512	PDDW252-1	3	0	包装方式	大货只需要有洗标就可以了，洗标，打上码数，不用另外的码标\n洗标内容：码数，成分，洗涤方式，中国制造\n 普通拉链胶袋\n　	1297
24512	PDDW252-1	3	0	外箱/箱唛	无	1298
24514	HY229-1	3	0	包装袋	空白包装袋	4837
24522	KK288-1	3	0	主唛	<img src="/Public/images/thumb/2026-02-28/small_69a2561373721.jpg" alt="">\n客户定制主唛	4830
24522	KK288-1	3	0	洗水唛	普通洗水唛：100%cotton	4831
24522	KK288-1	3	0	吊牌	无	4832
24522	KK288-1	3	0	包装袋	<img src="/Public/images/thumb/2026-02-28/small_69a2561ff3fa2.jpeg" alt="">\n客户定制包装袋，贴码标	4833
24535	PDDW256	3	0	主唛	无	2605
24535	PDDW256	3	0	洗水唛	<img src="/Public/images/thumb/2026-02-27/small_69a0faf34ee28.png" alt="">\n面100%涤纶，里100%涤纶	2606
24535	PDDW256	3	0	吊牌	无	2607
24535	PDDW256	3	0	包装袋	普通透明拉链袋	2608
24535	PDDW256	3	0	包装贴纸	<img src="/Public/images/thumb/2026-02-27/small_69a0fb0828e8a.png" alt="">\n一个大帖子，一个小贴纸	2609
24535	PDDW256	3	0	包装方式	大货只需要有洗标就可以了，洗标，打上码数，不用另外的码标\n洗标内容：码数，成分，洗涤方式，中国制造\n 普通拉链胶袋\n　	2610
24535	PDDW256	3	0	外箱/箱唛	无	2611
24543	JQ437D-6	3	0	包装方式	里外线头清剪干净，以双指甲不可以夹起为标准\nModfather主唛+定制的棉码标（数字）+定制的棉洗水唛（97%棉3%氨纶）+Modfather吊牌（米色挂绳），不要金色别针 　 \n我们库存透明包装袋，独立包装，包装袋上贴码标	2144
24544	JQ437D-7	3	0	包装方式	里外线头清剪干净，以双指甲不可以夹起为标准\nModfather主唛+定制的棉码标（数字）+定制的棉洗水唛（97%棉3%氨纶）+Modfather吊牌（米色挂绳），不要金色别针 　 \n我们库存透明包装袋，独立包装，包装袋上贴码标	6174
24546	JQ928Q-6	3	0	包装方式	Modfather主唛+定制的棉码标（数字）+Modfather吊牌（米色挂绳）+定制的棉洗水唛（97%Cotton,3%Spandex），不要金色别针\n我们库存透明的包装袋，独立包装，包装袋上贴码标	1444
24548	DH967K-2	3	0	包装方式	有客户定制主唛\n用我们库存码麦\n有客户定制洗水唛\n无客户定制吊牌\n无客户定制包装袋，用我们库存空白磨砂拉链袋，包装袋上贴上码数	5389
24553	KR125-4	3	0	主唛	<img src="/Public/images/thumb/2026-02-25/small_699f0c7ba657a.jpeg" alt="">	3259
24555	JQ913-10	3	0	包装方式	无主唛/码标/洗水唛/吊牌，独立包装\n包装袋用库存透明的小袋子	6175
24557	JQ905-7	3	0	包装方式	Modfather主唛+定制的棉码标（数字）+Modfather吊牌（米色挂绳）+定制的棉洗水唛（95%Cotton,5%Spandex），不要金色别针 　\t\n我们库存透明的包装袋，独立包装，包装袋上贴码标\n　	1442
24560	Er014-1	3	0	主唛	<img src="/Public/images/thumb/2026-03-03/small_69a6445354262.png" alt="">\n定制主唛，分码	2237
24560	Er014-1	3	0	洗水唛	<img src="/Public/images/thumb/2026-03-03/small_69a643ec73798.jpg" alt="">\n常用洗水唛，100%棉	2238
24560	Er014-1	3	0	吊牌	无	2239
24560	Er014-1	3	0	包装袋	普通透明胶袋	2240
24560	Er014-1	3	0	包装贴纸	码数贴	2241
24560	Er014-1	3	0	包装方式	普通透明胶袋	2242
24561	Er014-CQ	3	0	主唛	定制主唛，普通纯棉洗水唛	570
24561	Er014-CQ	3	0	吊牌	无	571
24561	Er014-CQ	3	0	包装方式	普通透明胶袋	572
24565	XH3025K-6	3	0	包装方式	XH3025J只有2个码，S-L这个码分别与S/M/L套包，XL-3XL与XL/2XL/3XL这个码套包，包装袋上贴单码即可\n坐围尺寸一定不能比制单尺寸小！！！	5361
24567	XH20210105037-31	3	0	包装方式	里外线头清剪干净，以双指甲不可以夹起为标准\n女士蜡布连衣裙，美国客户，翻单，按上批大货做\n单层无里布，两边加口袋；加单独腰带\n车主唛+黑色码唛+洗水唛+双吊牌，胶袋单独包装，包装袋上贴码标，不要放防潮剂；货好通知	1438
24570	JQ1464-5	3	0	包装方式	新的The Chain主唛+定制的棉码标织的（数字）+定制的棉洗水唛+新的The Chain花花吊牌（米色挂绳），不要金色别针，独立包装，包装袋上贴码标 　\t\n客户定制的包装袋	1781
24574	JQ1561-3	3	0	包装方式	The Chain主唛+定制的数字棉织码标+The Chain正方形吊牌+米色挂绳+定制的棉100%COTTON洗水唛 　\t\n客户定制的白色The Chain包装袋，独立包装，包装袋上贴码标\n挂式脾扣子1颗	5604
24581	JQ1568-2	3	0	包装方式	主唛+码标+洗水唛+吊牌，无贴纸，独立包装，包装袋上贴码标\n　	1347
24582	JQ1568-3	3	0	包装方式	主唛+码标+洗水唛+吊牌，无贴纸，独立包装，包装袋上贴码标\n　	6290
24583	Er104	3	0	主唛	暂无	1281
24583	Er104	3	0	吊牌	暂无	1282
24583	Er104	3	0	包装方式	普通透明胶袋	1283
24589	JQ928S-2	3	0	包装方式	The Chain主唛+定制的数字棉织码标+The Chain正方形吊牌+米色挂绳+定制的棉100%COTTON洗水唛 　\t\n客户定制的白色The Chain包装袋，独立包装，包装袋上贴码标	1647
24590	Er105-1	3	0	主唛	暂无，普通洗水唛	1344
24590	Er105-1	3	0	吊牌	暂无	1345
24590	Er105-1	3	0	包装方式	暂普通透明胶袋	1346
24594	JQ1064-8	3	0	包装方式	无任何主唛/吊牌/码标/洗水唛，独立包装	3230
24597	JQ1422-15	3	0	包装方式	The Chain主唛+定制的数字棉织码标+The Chain正方形吊牌+米色挂绳+定制的棉100%COTTON洗水唛 　 　\t\n客户定制的白色The Chain包装袋，独立包装，包装袋上贴码标	1587
24600	YQ289-希音-29	3	0	包装方式	里外线头清剪干净，以双指甲不可以夹起为标准\n成衣平烫，各部位熨烫平服，不可有反亮、发黄、水印、死痕等现象。\n每款必须抽查度尺，尺寸误差不得超过制单标准\n小拉链包装袋，有贴纸在胶袋上，吊牌挂在主唛上\n切记：不要发干燥剂和拷贝纸\n尾部完成后将成品装修发货	1425
24621	JQ1627-1	3	0	包装方式	The Chain主唛+定制的数字棉织码标+The Chain正方形吊牌+米色挂绳+定制的棉100%COTTON洗水唛\n客户定制的白色The Chain包装袋，独立包装，包装袋上贴码标\n　\n　	4098
24626	Er017-6	3	0	主唛	普通码唛，本厂纯棉洗水唛	2243
24626	Er017-6	3	0	吊牌	无	2244
24626	Er017-6	3	0	包装方式	定制包装	2245
24632	TA027-3	3	0	主唛	客户定制主唛，车法见公盘	561
24632	TA027-3	3	0	洗水唛	无	562
24632	TA027-3	3	0	吊牌	无	563
24632	TA027-3	3	0	包装袋	无	564
24638	LO028	3	0	包装方式	定制包装\n　\n　\n　	585
24645	2026001	3	0	主唛	<img src="/Public/images/2025-08-14/689d98027ffdd.jpg" alt="">\n图片是错误的	251
24645	2026001	3	0	洗水唛	无	252
24645	2026001	3	0	吊牌	无	253
24645	2026001	3	0	包装袋	普通透明	254
24645	2026001	3	0	包装贴纸	无	255
24645	2026001	3	0	包装方式	无	256
24645	2026001	3	0	外箱/箱唛	无	257
24648	2026002	3	0	主唛	主麦	4681
24648	2026002	3	0	包装方式	必须要管控好包装质量\n国际单（美国，英国，加拿大，新西兰）是长贴纸，贴于吊牌上。 胶袋的右下角也贴同码数的贴纸 \n胶袋的右下角也贴同码数的贴纸 ，新西兰的胶袋可以不用贴纸\n澳州单（带J和不带J）是短贴纸，贴于吊牌上。胶袋不需要贴纸\n澳洲和澳洲J要打中包，小件十件一中包，大件五件一中包，贴上相对应数量的中包贴纸 \n 装箱必须要摆放整齐并抽气真空包装 　 装箱有防水袋\n每个国家的分配按分配表来安排 \n凡是有多数的（3%以内）放在澳洲订单里\n没有澳洲订单的单独装一箱并且要用绿色胶带封箱 　 澳洲J带尾数的要用黄色不透明胶带封箱\n　\n　\n　	4682
24649	2026003	1	1			69
24649	2026003	1	0	花边染色1	上半截花边（小）：精彩 3cm--染色对应本布颜色	70
24649	2026003	1	0	花边染色2	下半截花边（大）：精彩 6cm--染色对应本布颜色	71
24649	2026003	1	0	　	　	72
24649	2026003	2	1			73
24649	2026003	2	0	　	女式短袖连衣裙，原款号JQ1552	74
24649	2026003	2	0	　	本布：睿航麻棉 L731 A6847 140cm 110g 30亚麻70棉 #2杏色	75
24649	2026003	2	0	　	上半截花边（小）：精彩 3cm--染色对应本布颜色	76
24649	2026003	2	0	　	下半截花边（大）：精彩 6cm--染色对应本布颜色	77
24649	2026003	2	0	　	里布：配色棉里布，大身（包括下半身的半身裙）需要加里布，袖子不加里布	78
24649	2026003	2	0	　		79
24649	2026003	2	0	　	1.前幅6颗本布包扣	80
24649	2026003	2	0	　	2.上半截的前后幅各2条花边（拼接），麻烦尽可能的对花（对称）	81
24649	2026003	2	0	　	3.下半截靠近脚围位置，拼接大花边	82
24649	2026003	2	0	　	4.在前幅两花边的侧边，本布做1条绑带	83
24649	2026003	2	0	　	　	84
24649	2026003	2	0	2026-01-04修改	1.做夹圈，19 1/2寸	85
24649	2026003	2	0	　	2.裙长肩高点到下摆，长度改到32 1/2寸	86
24649	2026003	2	0	　	3.胸围改到36寸	87
24649	2026003	2	0	　	4.腰围改到32寸	88
24649	2026003	2	0	　	5.下半截的半身裙改成A字型，半身裙的顶部每边减少4寸，从而做到A字	89
24649	2026003	2	0	　	6.肩宽改到14 1/2寸	90
24649	2026003	2	0	　	7.袖长改到12寸，从肩顶的缩褶开始测量到袖口	91
24649	2026003	2	0	　	8.大身（包括下半身的半身裙）需要加里布，袖子不加里布	92
24649	2026003	3	1			93
24649	2026003	4	1			94
24650	2026004	1	1			95
24650	2026004	1	0	花边染色1	上半截花边（小）：精彩 3cm--染色对应本布颜色	96
24650	2026004	1	0	花边染色2	下半截花边（大）：精彩 6cm--染色对应本布颜色	97
24650	2026004	1	0	　	　	98
24650	2026004	2	1			99
24650	2026004	2	0	　	女式短袖连衣裙，原款号JQ1552	100
24650	2026004	2	0	　	本布：睿航麻棉 L731 A6847 140cm 110g 30亚麻70棉 #2杏色	101
24650	2026004	2	0	　	上半截花边（小）：精彩 3cm--染色对应本布颜色	102
24650	2026004	2	0	　	下半截花边（大）：精彩 6cm--染色对应本布颜色	103
24650	2026004	2	0	　	里布：配色棉里布，大身（包括下半身的半身裙）需要加里布，袖子不加里布	104
24650	2026004	2	0	　		105
24650	2026004	2	0	　	1.前幅6颗本布包扣	106
24650	2026004	2	0	　	2.上半截的前后幅各2条花边（拼接），麻烦尽可能的对花（对称）	107
24650	2026004	2	0	　	3.下半截靠近脚围位置，拼接大花边	108
24650	2026004	2	0	　	4.在前幅两花边的侧边，本布做1条绑带	109
24650	2026004	2	0	　	　	110
24650	2026004	2	0	2026-01-04修改	1.做夹圈，19 1/2寸	111
24650	2026004	2	0	　	2.裙长肩高点到下摆，长度改到32 1/2寸	112
24650	2026004	2	0	　	3.胸围改到36寸	113
